m,d,p,rho,Fx,Fy,Fz,Tx,Ty,Tz
1,0.003,2,0.036,-0.031895,-0.003374,0.025629,-0.001073,-0.007415,-0.00234
1,0.003,2,0.0376,-0.030999,-0.006537,0.021951,-0.001036,-0.006368,-0.003195
1,0.003,2,0.0411,-0.035603,0.000156,0.030447,-0.000967,-0.009672,-0.001102
1,0.003,2,0.0428,-0.029119,0.004178,0.035251,-0.001216,-0.011789,0.000183
1,0.003,2,0.0446,-0.038726,-0.002878,0.034935,-0.001302,-0.011712,-0.00225
1,0.003,2,0.0464,-0.035352,0.002055,0.041659,-0.001359,-0.014323,-0.000411
1,0.003,2,0.0482,-0.027501,-0.002001,0.03172,-0.000985,-0.011039,-0.001472
1,0.003,2,0.05,-0.033181,0.001856,0.031907,-0.001154,-0.011315,-0.000445
1,0.003,2,0.0518,-0.020409,0.003241,0.03308,-0.001092,-0.011665,0.000481
1,0.003,2,0.0537,-0.03238,-0.005766,0.038137,-0.001052,-0.013872,-0.002938
1,0.003,2,0.0574,-0.025362,-0.001184,0.030657,-0.001019,-0.011316,-0.00104
1,0.003,2,0.0593,-0.020293,-0.001983,0.029508,-0.000722,-0.010771,-0.001199
1,0.003,2,0.0612,-0.024479,0.003676,0.038391,-0.00155,-0.013705,0.000435
1,0.003,2,0.0631,-0.019509,0.002304,0.0267,-0.001083,-0.009973,0.000102
1,0.003,2,0.065,-0.017619,0.000974,0.029863,-0.000991,-0.011042,-0.000286
1,0.003,2,0.0669,-0.013848,0.003304,0.02737,-0.001128,-0.009915,0.000557
1,0.003,2,0.0688,-0.011289,2.9E-05,0.027604,-0.000934,-0.009862,-0.000435
1,0.003,2,0.0707,-0.008636,0.00262,0.026656,-0.001167,-0.00933,0.000542
1,0.003,2,0.0726,-0.00475,-0.000475,0.026081,-0.000838,-0.008833,-0.000321
1,0.003,2,0.0745,-0.011466,-0.002974,0.012082,0.000455,-0.00648,-0.000309
1,0.003,2,0.0764,-0.003337,-0.000352,0.033807,-3.6E-05,-0.003433,-0.0004
1,0.003,2,0.0782,-0.012475,0.002454,-0.008664,0.002028,-0.007902,-0.001122
1,0.003,2,0.0801,-0.010083,0.004653,0.010833,0.000377,-0.006121,-0.001275
1,0.003,2,0.0819,-0.011566,0.002488,-0.016848,0.001068,-0.008124,-0.00089
1,0.003,2,0.0838,-0.006377,-0.001821,0.015338,0.000385,-0.004297,-0.000191
1,0.003,2,0.0856,-0.00048,-0.000969,0.032009,-0.000184,-0.00201,-0.00022
1,0.003,2,0.0892,-0.001805,0.000973,0.017248,0.000111,-0.003096,-0.000432
1,0.003,2,0.091,-0.000339,-0.001294,0.039657,-0.000293,-0.000502,-0.000258
1,0.003,2,0.0927,-0.002333,-0.000702,0.023394,0.000196,-0.00221,-0.00018
1,0.003,2,0.0944,-0.001497,-0.000427,0.027857,-8.9E-05,-0.001488,-0.000307
1,0.003,2,0.0962,-0.001077,-0.001088,0.02504,-9.6E-05,-0.001253,-0.000108
1,0.003,2,0.0978,-0.004129,0.002408,0.022792,-6E-05,-0.001426,-0.000599
1,0.003,2,0.1011,-0.00232,-0.002377,0.031519,-0.000235,-0.000106,-0.000148
1,0.003,2,0.1028,0.001396,0.000823,0.025783,-4.8E-05,-0.000162,-0.000211
1,0.003,2,0.1043,-0.007301,-0.002195,0.034139,-0.00054,0.001221,-0.000318
1,0.003,2,0.1059,-0.003113,-0.000263,0.028475,-0.000551,0.000578,-0.000252
1,0.003,2,0.1089,-0.005309,-0.00073,0.030995,-0.000571,0.001252,-0.000366
1,0.003,2,0.1104,-0.008129,0.001156,0.027153,-0.000482,0.000988,-0.000499
1,0.003,2,0.1118,-0.012445,-0.001545,0.029332,-0.000344,0.001355,-0.000482
1,0.003,2,0.1146,-0.014867,-0.002283,0.032881,-0.00068,0.002242,-0.000319
1,0.003,2,0.1159,-0.009055,0.004378,0.024325,-0.000396,0.001561,-0.000952
1,0.003,2,0.1185,-0.016399,-0.003054,0.026468,-0.000606,0.002327,-0.000368
1,0.003,2,0.1197,-0.012218,-0.001125,0.018376,-0.000286,0.001404,-0.000349
1,0.003,2,0.1221,-0.014566,-0.000534,0.019277,-0.000336,0.00183,-0.000492
1,0.003,2,0.1242,-0.017898,1.3E-05,0.017467,-0.000312,0.002072,-0.000679
1,0.003,2,0.1262,-0.016591,-0.000319,0.017292,-0.000403,0.002321,-0.000561
1,0.003,2,0.128,-0.016481,0.000826,0.01431,-0.000254,0.002134,-0.00069
1,0.003,2,0.1297,-0.018745,-2.2E-05,0.013143,-0.0003,0.002325,-0.000686
1,0.003,2,0.1318,-0.019068,0.000509,0.010601,-0.00024,0.002287,-0.000729
1,0.003,2,0.134,-0.020878,-0.000448,0.007285,-0.000239,0.002306,-0.000641
1,0.003,2,0.1356,-0.020872,-3.2E-05,0.00446,-0.000182,0.002333,-0.000717
1,0.003,3,0,-0.001821,-7E-06,0.00076,-4E-05,0.000257,-9.4E-05
1,0.003,3,0.0019,-0.008255,-0.001282,0.000682,-0.000306,0.0017,-0.000749
1,0.003,3,0.0039,-0.000272,-8.6E-05,-6.1E-05,-2E-05,7.6E-05,-3.2E-05
1,0.003,3,0.0063,-0.013927,0.001899,0.002322,0.000162,0.002084,-8E-05
1,0.003,3,0.0081,-0.019227,-0.005713,0.004724,-0.001148,0.002171,-0.002369
1,0.003,3,0.0101,-0.009147,-0.001629,0.005831,-0.000651,-0.000233,-0.000842
1,0.003,3,0.0122,-0.03529,-0.002246,-0.000865,-0.000502,0.006078,-0.001683
1,0.003,3,0.0145,-0.014786,-0.001611,0.006892,-0.000609,-3E-06,-0.000975
1,0.003,3,0.0157,-0.010449,-0.003399,0.005981,-0.000749,-0.000443,-0.001384
1,0.003,3,0.0183,-0.021126,-0.004677,0.001563,-0.000722,0.002304,-0.002004
1,0.003,3,0.0209,-0.026372,0.005273,0.015504,-2E-06,-0.002116,0.000647
1,0.003,3,0.0223,-0.018258,0.00053,0.005923,-7.9E-05,9.1E-05,-0.000458
1,0.003,3,0.0238,-0.023298,-0.000725,0.013879,-0.000673,-0.002293,-0.000946
1,0.003,3,0.0267,-0.040266,-0.001111,0.010149,-0.000518,0.000281,-0.001223
1,0.003,3,0.0282,-0.033748,0.000373,0.019534,-0.000682,-0.003873,-0.000644
1,0.003,3,0.0298,-0.026312,0.00251,0.01897,-0.000563,-0.004544,4.2E-05
1,0.003,3,0.033,-0.027654,0.002254,0.010912,-0.000265,-0.001982,2.1E-05
1,0.003,3,0.0346,-0.036613,-0.000293,0.015596,-0.000672,-0.003298,-0.001538
1,0.003,3,0.0363,-0.04541,-0.007217,0.014692,-0.000947,-0.002778,-0.003455
1,0.003,3,0.038,-0.021066,-0.001093,0.020345,-0.000799,-0.006269,-0.001168
1,0.003,3,0.0397,-0.032976,0.000723,0.019272,-0.00035,-0.005508,-0.000683
1,0.003,3,0.0431,-0.022355,0.001701,0.017987,-0.000514,-0.005796,-0.000142
1,0.003,3,0.0449,-0.016061,-0.001906,0.017693,-0.000525,-0.00598,-0.001196
1,0.003,3,0.0467,-0.022683,0.003518,0.012825,-0.000332,-0.004224,0.000247
1,0.003,3,0.0485,-0.016294,0.001883,0.022041,-0.000688,-0.007672,7.2E-05
1,0.003,3,0.0503,-0.017099,0.000931,0.018219,-0.000594,-0.0064,-0.000278
1,0.003,3,0.0522,-0.026432,2.4E-05,0.021005,-0.000626,-0.007578,-0.000544
1,0.003,3,0.054,-0.023,-0.000554,0.023328,-0.000968,-0.008387,-0.000862
1,0.003,3,0.0559,-0.020957,-0.002311,0.020719,-0.000543,-0.007616,-0.001519
1,0.003,3,0.0577,-0.018608,-0.002053,0.022111,-0.000522,-0.008153,-0.001198
1,0.003,3,0.0615,-0.015694,-0.00066,0.02061,-0.000625,-0.00767,-0.000833
1,0.003,3,0.0634,-0.012377,0.003355,0.021587,-0.000988,-0.007907,0.000565
1,0.003,3,0.0653,-0.012504,-0.001959,0.020485,-0.000531,-0.007587,-0.000963
1,0.003,3,0.0672,-0.010964,-0.000553,0.019771,-0.000667,-0.007231,-0.000603
1,0.003,3,0.0691,-0.020453,0.005358,0.038504,-0.001693,-0.001876,-0.00098
1,0.003,3,0.071,-0.018643,-0.001641,0.022195,-0.000707,-0.002984,-0.000346
1,0.003,3,0.0729,-0.020126,-0.006654,0.011637,-0.000414,-0.00345,-0.000267
1,0.003,3,0.0748,-0.013314,0.003995,0.027027,-0.001151,-0.001528,-0.000742
1,0.003,3,0.0766,-0.020533,-0.00272,0.021133,-0.000707,-0.002907,-0.000225
1,0.003,3,0.0785,-0.016434,0.003746,0.015049,-0.000816,-0.00288,-0.000861
1,0.003,3,0.0804,-0.010569,0.000506,0.016094,-0.00078,-0.001726,-0.000442
1,0.003,3,0.0822,-0.01998,0.000756,-0.005407,0.000256,-0.004977,-0.00065
1,0.003,3,0.0841,-0.019784,-0.000243,-0.019396,9.2E-05,-0.00593,-0.000385
1,0.003,3,0.0859,-0.011912,0.001991,0.008875,-0.00055,-0.002125,-0.000537
1,0.003,3,0.0877,-0.016287,0.00153,0.010537,-0.00022,-0.00221,-0.000549
1,0.003,3,0.0912,-0.017309,-0.001972,0.017265,-0.000658,-0.00176,-0.000224
1,0.003,3,0.093,-0.012822,0.00205,0.016211,-0.0006,-0.000891,-0.000638
1,0.003,3,0.0947,-0.011888,0.001619,0.013261,-0.00072,-0.000761,-0.000578
1,0.003,3,0.0964,-0.007272,0.001151,0.012854,-0.000425,-0.000144,-0.000559
1,0.003,3,0.0981,-0.010859,-0.001529,0.017567,-0.000423,0.000442,-0.000246
1,0.003,3,0.0998,-0.015742,0.000309,0.016757,-0.000576,0.000339,-0.000517
1,0.003,3,0.1031,-0.014512,0.001119,0.023659,-0.000876,0.001055,-0.000532
1,0.003,3,0.1047,-0.009741,-0.001042,0.016215,-0.000596,0.000941,-0.00017
1,0.003,3,0.1062,-0.014977,-0.000366,0.022112,-0.000619,0.001473,-0.000335
1,0.003,3,0.1077,-0.016007,-0.001293,0.015599,-0.000647,0.001186,-0.000525
1,0.003,3,0.1107,-0.019911,0.00029,0.018827,-0.000622,0.001359,-0.000599
1,0.003,3,0.1122,-0.018828,-0.000885,0.019357,-0.000579,0.002001,-0.000502
1,0.003,3,0.1149,-0.020029,-0.002302,0.015887,-0.000511,0.001965,-0.000452
1,0.003,3,0.1163,-0.021318,-0.001258,0.014671,-0.000426,0.001932,-0.000545
1,0.003,3,0.1188,-0.021274,-0.000611,0.014684,-0.000492,0.002226,-0.000645
1,0.003,3,0.1201,-0.026733,-0.000886,0.019378,-0.000608,0.003006,-0.000866
1,0.003,3,0.1224,-0.026269,-0.000327,0.017592,-0.0006,0.003027,-0.000833
1,0.003,3,0.1246,-0.022383,0.0003,0.01393,-0.000473,0.002578,-0.000763
1,0.003,3,0.1266,-0.027992,-0.000829,0.01862,-0.000668,0.003691,-0.000854
1,0.003,3,0.1284,-0.024446,0.004118,0.014124,-0.000232,0.002987,-0.001436
1,0.003,3,0.13,-0.023917,-9.2E-05,0.010825,-0.000367,0.002642,-0.000777
1,0.003,3,0.1322,-0.026622,-0.000931,0.01071,-0.000413,0.002995,-0.000755
1,0.003,3,0.1339,-0.025394,-8.3E-05,0.008628,-0.000287,0.002857,-0.000824
1,0.003,3,0.1358,-0.026143,0.001014,0.005722,-8.6E-05,0.002973,-0.001006
1,0.003,4,0,-0.004728,-9E-06,0.000717,-3.2E-05,0.001046,-0.000163
1,0.003,4,0.0017,-0.009023,0.000357,-0.000124,0.00013,0.002205,-0.000302
1,0.003,4,0.0042,-0.012543,-0.00077,-0.0005,-0.000136,0.002951,-0.000491
1,0.003,4,0.0058,-0.009178,0.000733,0.002276,4.5E-05,0.001302,-0.00026
1,0.003,4,0.0084,-0.017722,-0.003366,0.004219,-0.000823,0.002221,-0.001705
1,0.003,4,0.0104,-0.023851,-0.005483,0.009127,-0.00121,0.001666,-0.002513
1,0.003,4,0.0125,-0.010526,0.002678,5.1E-05,0.000475,0.001849,0.000331
1,0.003,4,0.0148,-0.022898,-0.000631,0.010051,-0.000364,0.000484,-0.000924
1,0.003,4,0.016,-0.014332,-0.002078,0.005076,-0.000405,0.0006,-0.00071
1,0.003,4,0.0186,-0.02039,-0.002229,0.008777,-0.000722,3.3E-05,-0.001204
1,0.003,4,0.0199,-0.031986,0.005266,0.012191,0.000326,0.000336,9.7E-05
1,0.003,4,0.0226,-0.016699,-0.001946,0.011543,-0.000576,-0.001813,-0.001223
1,0.003,4,0.0241,-0.014681,0.000112,0.013001,-0.000468,-0.002702,-0.000584
1,0.003,4,0.027,-0.009786,-0.000318,0.005971,-0.000205,-0.000999,-0.000259
1,0.003,4,0.0285,-0.020518,-0.001865,0.013843,-0.000772,-0.002788,-0.001351
1,0.003,4,0.0301,-0.019114,0.001943,0.016569,-0.00058,-0.004012,-0.000199
1,0.003,4,0.0333,-0.02778,0.00071,0.016418,-0.00049,-0.00358,-0.000611
1,0.003,4,0.0349,-0.016094,-0.002271,0.019118,-0.000672,-0.005583,-0.001172
1,0.003,4,0.0366,-0.026144,0.003752,0.021616,-0.000346,-0.005784,0.000244
1,0.003,4,0.0382,-0.017339,0.005181,0.015935,-0.000211,-0.004619,0.001217
1,0.003,4,0.0399,-0.04448,0.002819,0.008019,-0.000253,-0.00045,-0.000986
1,0.003,4,0.0434,-0.020268,0.000966,0.018892,-0.000808,-0.005881,-0.000385
1,0.003,4,0.0452,-0.024709,-0.000151,0.019206,-0.000641,-0.005969,-0.000932
1,0.003,4,0.047,-0.02121,0.001203,0.023807,-0.000651,-0.007888,-0.000229
1,0.003,4,0.0488,-0.023372,-0.004475,0.026227,-0.000734,-0.008867,-0.002057
1,0.003,4,0.0506,-0.018934,-0.000633,0.019961,-0.000654,-0.006758,-0.000717
1,0.003,4,0.0524,-0.015199,-0.000361,0.022376,-0.000665,-0.00776,-0.00055
1,0.003,4,0.0543,-0.026206,-0.002135,0.016344,-0.00049,-0.005758,-0.001607
1,0.003,4,0.0561,-0.01263,0.000763,0.018314,-0.000698,-0.006461,-0.000192
1,0.003,4,0.058,-0.028622,3.6E-05,0.023987,-0.000814,-0.008849,-0.001035
1,0.003,4,0.0599,-0.013654,-0.002786,0.01939,-0.000501,-0.006973,-0.001272
1,0.003,4,0.0617,-0.024051,-0.002495,0.024423,-0.000859,-0.00918,-0.001688
1,0.003,4,0.0655,-0.006993,-0.000234,0.019665,-0.000652,-0.006926,-0.00028
1,0.003,4,0.0674,-0.006545,-0.001085,0.02244,-0.000645,-0.007723,-0.000484
1,0.003,4,0.0693,-0.020191,0.001776,0.039021,-0.001691,-0.003548,-0.001198
1,0.003,4,0.0712,-0.012767,-0.002859,0.035269,-0.000857,-0.002348,-0.000452
1,0.003,4,0.0731,-0.012834,0.00126,0.034335,-0.001327,-0.002355,-0.0007
1,0.003,4,0.075,-0.017365,-0.000744,0.011702,-0.00075,-0.004949,-0.000692
1,0.003,4,0.0769,-0.013499,0.001242,0.004264,-0.00026,-0.004924,-0.00086
1,0.003,4,0.0788,-0.013062,-0.003897,0.01117,-0.000135,-0.004193,-0.000321
1,0.003,4,0.0806,-0.009782,-0.000532,0.023051,-0.000758,-0.002672,-0.000476
1,0.003,4,0.0825,-0.006656,0.005579,0.013175,-0.000752,-0.002887,-0.00109
1,0.003,4,0.0843,-0.007895,-0.002297,0.019008,-7E-06,-0.002255,-0.000287
1,0.003,4,0.0861,-0.009331,-0.001888,0.006985,0.000228,-0.003149,-0.000523
1,0.003,4,0.0879,-0.005225,-0.001908,0.009594,-0.000604,-0.002315,-4.9E-05
1,0.003,4,0.0897,-0.004403,-0.002234,0.013442,-0.000201,-0.001353,-0.000402
1,0.003,4,0.0933,-0.00333,-0.001145,0.016651,-0.000651,-0.000468,-0.000246
1,0.003,4,0.095,-0.010803,0.002292,0.031651,-0.001044,0.000356,-0.000962
1,0.003,4,0.0967,-0.006001,0.002238,0.011131,-0.000387,-0.000653,-0.00044
1,0.003,4,0.0984,-0.009573,0.003314,0.021333,-0.000698,0.000103,-0.000912
1,0.003,4,0.1001,-0.006754,-0.001602,0.013129,-0.000424,-0.000312,-5E-06
1,0.003,4,0.1017,-0.009821,-0.003424,0.027416,-0.000471,0.001064,-0.00022
1,0.003,4,0.1049,-0.010147,0.000414,0.02376,-0.000693,0.00151,-0.000638
1,0.003,4,0.1065,-0.016253,-0.006394,0.031529,-0.000866,0.001925,-7.8E-05
1,0.003,4,0.108,-0.018233,-0.00048,0.028357,-0.000859,0.002133,-0.000734
1,0.003,4,0.111,-0.02005,-0.002853,0.028799,-0.000891,0.002486,-0.000457
1,0.003,4,0.1124,-0.022812,-0.002539,0.021039,-0.000569,0.002188,-0.000484
1,0.003,4,0.1138,-0.020762,-0.000333,0.028315,-0.000737,0.002962,-0.000657
1,0.003,4,0.1166,-0.027443,0.000843,0.025891,-0.000802,0.003331,-0.000896
1,0.003,4,0.1179,-0.02175,3.1E-05,0.020082,-0.000613,0.002654,-0.000751
1,0.003,4,0.1204,-0.027643,0.001763,0.019691,-0.000614,0.003002,-0.001257
1,0.003,4,0.1227,-0.022381,-0.001188,0.017729,-0.000571,0.002828,-0.000706
1,0.003,4,0.1238,-0.021129,-0.000927,0.015883,-0.000547,0.00263,-0.000689
1,0.003,4,0.1259,-0.023812,-0.000603,0.016427,-0.00057,0.002978,-0.000737
1,0.003,4,0.1278,-0.025163,2.9E-05,0.015874,-0.000496,0.003097,-0.000896
1,0.003,4,0.1304,-0.02489,0.000207,0.014182,-0.000423,0.003091,-0.000834
1,0.003,4,0.1319,-0.026832,-0.000209,0.012715,-0.000434,0.003154,-0.000893
1,0.003,4,0.1337,-0.028765,6.8E-05,0.01029,-0.000331,0.003195,-0.000973
1,0.003,4,0.1359,-0.024271,2E-05,0.004762,-0.000154,0.00256,-0.000859
1,0.003,5,0,-0.001208,-0.000397,-0.000744,-9.9E-05,0.00048,-9.6E-05
1,0.003,5,0.0019,-0.008034,0.002153,-0.000194,0.000548,0.001913,0.000168
1,0.003,5,0.0038,-0.002646,0.000968,0.001364,0.000138,0.000194,0.000104
1,0.003,5,0.0061,-0.004239,-0.00136,0.0016,-0.000306,0.00039,-0.000492
1,0.003,5,0.0079,-0.011195,-0.002856,0.00537,-0.000587,0.000557,-0.001216
1,0.003,5,0.0099,-0.008095,-0.001898,0.000427,-0.000277,0.001336,-0.000827
1,0.003,5,0.012,-0.011601,-0.001136,0.00611,-0.000294,8E-06,-0.000861
1,0.003,5,0.0143,-0.008288,-0.000139,-0.000595,-3.7E-05,0.001513,-0.000365
1,0.003,5,0.0167,-0.016748,-0.000513,0.004272,-0.000287,0.001016,-0.000645
1,0.003,5,0.018,-0.004534,-0.000644,0.004275,-0.00025,-0.000796,-0.00039
1,0.003,5,0.0207,-0.044467,-0.000752,0.005937,-0.000321,0.003595,-0.00139
1,0.003,5,0.022,-0.031522,-0.001257,0.00762,-0.000479,0.001184,-0.001758
1,0.003,5,0.0249,-0.008596,-0.001996,0.011194,-0.000513,-0.002943,-0.000948
1,0.003,5,0.0264,-0.018693,-0.00374,0.007559,-0.000749,-0.000751,-0.001782
1,0.003,5,0.0279,-0.037141,-0.001777,0.011959,-0.000693,-0.000706,-0.001893
1,0.003,5,0.031,-0.019931,-0.000713,0.014089,-0.000606,-0.00337,-0.000959
1,0.003,5,0.0326,-0.011752,-0.001445,0.011984,-0.000532,-0.003341,-0.000948
1,0.003,5,0.0342,-0.042878,0.005589,0.015635,-0.00044,-0.002677,-0.000271
1,0.003,5,0.0359,-0.042828,0.005974,0.025014,-0.00024,-0.006285,0.000658
1,0.003,5,0.0393,-0.033099,-0.000821,0.016599,-0.000614,-0.004371,-0.001255
1,0.003,5,0.041,-0.030083,-0.004778,0.021864,-0.000827,-0.006657,-0.002485
1,0.003,5,0.0427,-0.027546,-0.002177,0.009702,-0.000381,-0.002508,-0.001628
1,0.003,5,0.0445,-0.019221,0.004913,0.012037,-0.000166,-0.003745,0.000971
1,0.003,5,0.0463,-0.032008,0.004591,0.02623,-0.000496,-0.008739,0.000582
1,0.003,5,0.0481,-0.023034,-0.004643,0.022078,-0.000891,-0.007489,-0.002128
1,0.003,5,0.0499,-0.017305,0.000847,0.01723,-0.00056,-0.005938,-0.00021
1,0.003,5,0.0517,-0.019182,0.000177,0.021091,-0.000665,-0.007464,-0.00055
1,0.003,5,0.0554,-0.019969,-0.000294,0.015899,-0.000562,-0.005839,-0.000695
1,0.003,5,0.0573,-0.019027,-0.00056,0.01593,-0.000456,-0.005948,-0.000698
1,0.003,5,0.0592,-0.00907,-0.001376,0.017286,-0.000488,-0.006207,-0.000713
1,0.003,5,0.061,-0.01263,-0.001112,0.015368,-0.000448,-0.005702,-0.000647
1,0.003,5,0.0629,-0.013643,0.001297,0.019458,-0.000699,-0.007215,-7.1E-05
1,0.003,5,0.0648,-0.009703,0.000982,0.018751,-0.000617,-0.00681,4.3E-05
1,0.003,5,0.0667,-0.009478,0.00226,0.0173,-0.000685,-0.006352,0.000416
1,0.003,5,0.0686,-0.005652,-0.001156,0.015081,-0.000364,-0.005361,-0.000506
1,0.003,5,0.0705,-0.006867,0.00017,-0.000931,8E-06,-0.000167,-0.000195
1,0.003,5,0.0755,-0.013778,0.001032,0.005874,-0.000493,-0.002748,-7E-06
1,0.003,5,0.0774,-0.015267,0.004331,0.022163,0.000164,-0.006026,-0.001403
1,0.003,5,0.0793,-0.020108,0.003399,0.01732,0.000366,-0.006988,-0.00145
1,0.003,5,0.0811,-0.011653,-0.008956,0.025317,0.000593,-0.004867,-6.1E-05
1,0.003,5,0.083,-0.017185,0.000314,-0.001192,0.00032,-0.007608,-0.000777
1,0.003,5,0.0848,-0.008395,0.002125,0.036869,-3.1E-05,-0.003201,-0.001036
1,0.003,5,0.0866,-0.004434,0.001771,0.040022,-0.000728,-0.001998,-0.000773
1,0.003,5,0.0884,-0.000181,-0.00528,0.035268,-0.000359,-0.001861,0.000136
1,0.003,5,0.0902,-0.005362,0.003941,0.034292,-0.000714,-0.001988,-0.000813
1,0.003,5,0.0919,-0.003122,0.001439,0.019691,0.000303,-0.002642,-0.000532
1,0.003,5,0.0937,-0.001718,-0.000507,0.033904,-0.000466,-0.000997,-0.000306
1,0.003,5,0.0971,-0.008059,0.000792,0.043054,-0.000776,0.000152,-0.000489
1,0.003,5,0.0988,-0.006752,0.003232,0.0334,-0.000774,-0.000269,-0.000969
1,0.003,5,0.1004,-0.009111,0.002453,0.043772,-0.00091,0.00048,-0.000544
1,0.003,5,0.102,-0.008257,-0.000707,0.026153,-4.3E-05,-6.1E-05,-0.000557
1,0.003,5,0.1052,-0.01415,0.000379,0.040206,-0.0009,0.001254,-0.000906
1,0.003,5,0.1067,-0.018627,-0.005181,0.041642,-0.000712,0.002003,-0.000334
1,0.003,5,0.1083,-0.019568,0.002425,0.041198,-0.00098,0.002194,-0.000975
1,0.003,5,0.1097,-0.023999,-0.004515,0.045045,-0.001197,0.003173,-0.000692
1,0.003,5,0.1126,-0.019959,0.002836,0.030239,-0.000558,0.002229,-0.001086
1,0.003,5,0.114,-0.022284,-0.00263,0.033803,-0.000806,0.002961,-0.000631
1,0.003,5,0.1166,-0.02293,-0.002864,0.035547,-0.001046,0.003365,-0.000817
1,0.003,5,0.1179,-0.023011,7.4E-05,0.02713,-0.000591,0.002682,-0.00085
1,0.003,5,0.1203,-0.025173,-0.001822,0.025496,-0.000647,0.002891,-0.0008
1,0.003,5,0.1226,-0.022264,0.000786,0.024693,-0.000538,0.003017,-0.000893
1,0.003,5,0.1237,-0.024451,-0.000156,0.024237,-0.000583,0.003205,-0.000891
1,0.003,5,0.1257,-0.027736,-0.000114,0.023774,-0.000591,0.003579,-0.000996
1,0.003,5,0.1285,-0.027062,0.000198,0.019612,-0.000489,0.003368,-0.000947
1,0.003,5,0.13,-0.02792,-0.000681,0.017711,-0.000546,0.00341,-0.000895
1,0.003,5,0.1321,-0.027492,-0.000475,0.013699,-0.000405,0.003185,-0.00085
1,0.003,5,0.1337,-0.030978,-0.000183,0.011559,-0.000354,0.003519,-0.001053
1,0.003,5,0.1358,-0.029446,-0.000325,0.005115,-0.000245,0.003315,-0.000907
2,0.015,1,0,-0.127111,-0.011868,0.076479,-0.004768,0.018518,-0.004521
2,0.015,1,0.0022,-0.232788,0.054698,0.168123,0.008549,0.016134,0.003187
2,0.015,1,0.0045,-0.810073,-0.038227,0.677483,-0.028585,0.007721,-0.036293
2,0.015,1,0.006,-0.71145,0.064154,0.641339,-0.010587,-0.015043,-0.010023
2,0.015,1,0.0085,-1.102485,0.002964,0.775998,-0.031776,0.007568,-0.05141
2,0.015,1,0.0104,-0.952999,0.014494,0.909809,-0.026849,-0.082129,-0.03221
2,0.015,1,0.0124,-1.008264,-0.115938,0.857371,-0.046207,-0.070941,-0.064407
2,0.015,1,0.0147,-1.019705,0.148796,0.839055,0.003872,-0.077241,0.012032
2,0.015,1,0.017,-0.870727,0.051655,0.821517,-0.021884,-0.116221,-0.017184
2,0.015,1,0.0183,-0.809434,-0.016981,0.828624,-0.033852,-0.134724,-0.036628
2,0.015,1,0.0209,-1.042959,0.088793,0.823821,-0.01977,-0.117368,-0.015871
2,0.015,1,0.0223,-0.83178,-0.042784,0.724581,-0.030187,-0.122592,-0.040113
2,0.015,1,0.0251,-0.905008,0.022697,0.691591,-0.017535,-0.112657,-0.014336
2,0.015,1,0.0266,-0.789838,-0.065647,0.573713,-0.027275,-0.094138,-0.041508
2,0.015,1,0.028,-0.952696,-0.012559,0.626867,-0.0287,-0.103278,-0.036244
2,0.015,1,0.0311,-0.959937,0.020147,0.854088,-0.027378,-0.191927,-0.026604
2,0.015,1,0.0327,-0.709269,-0.033209,0.612478,-0.021951,-0.139533,-0.031433
2,0.015,1,0.0343,-0.554296,-0.036071,0.529641,-0.020955,-0.130827,-0.032055
2,0.015,1,0.0359,-0.871869,-0.001532,0.658677,-0.02304,-0.154404,-0.033408
2,0.015,1,0.0393,-0.874758,-0.057116,0.626038,-0.024141,-0.151941,-0.047848
2,0.015,1,0.041,-0.416696,0.020874,0.359724,-0.010121,-0.094441,-0.006171
2,0.015,1,0.0427,-0.819472,0.091137,0.689696,-0.015547,-0.194181,0.006534
2,0.015,1,0.0445,-0.766349,0.03656,0.613221,-0.020804,-0.175253,-0.015333
2,0.015,1,0.0462,-0.583535,0.092383,0.503602,-0.013347,-0.149636,0.011879
2,0.015,1,0.048,-0.662528,0.01397,0.524619,-0.019522,-0.160161,-0.024847
2,0.015,1,0.0516,-0.678355,0.030231,0.493632,-0.016733,-0.156342,-0.014578
2,0.015,1,0.0535,-0.513058,-0.013565,0.440332,-0.014093,-0.143273,-0.020518
2,0.015,1,0.0553,-0.40699,-0.002799,0.387364,-0.013124,-0.129049,-0.015715
2,0.015,1,0.0572,-0.301996,0.031757,0.366504,-0.013874,-0.122218,-0.001503
2,0.015,1,0.059,-0.394725,-0.035798,0.45459,-0.01439,-0.156243,-0.023756
2,0.015,1,0.0609,-0.279082,-0.000136,0.36399,-0.013076,-0.124514,-0.008198
2,0.015,1,0.0628,-0.378792,-0.029673,0.444017,-0.012444,-0.156623,-0.018126
2,0.015,1,0.0647,-0.319303,0.043226,0.381442,-0.01328,-0.135323,0.004394
2,0.015,1,0.0666,-0.338773,-8.1E-05,0.355204,-0.011218,-0.129114,-0.009569
2,0.015,1,0.0685,-0.264579,0.019276,0.336383,-0.013211,-0.119539,-0.002342
2,0.015,1,0.0704,-0.516752,0.011643,0.266855,-0.011251,-0.021005,-0.011854
2,0.015,1,0.0723,-0.38795,0.014667,0.243182,-0.009682,-0.017722,-0.006737
2,0.015,1,0.0742,-0.327598,-0.023576,0.210553,-0.007806,-0.013224,-0.000713
2,0.015,1,0.0761,-0.381784,-0.031687,0.134457,-0.000511,-0.022721,-0.005659
